numero_ata;numero_item;codigo_unidade;nome_unidade;tipo_participacao;qtd_reservada;saldo_remanejamento;qtd_empenhada;saldo_empenho;data_atualizacao_saldo
00005/2024;00060;158453;INST. FED. DO MS/CAMPUS PONTA PORA;PARTICIPANTE;1.0;1.0;;;
00005/2024;00061;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;0.0;0.0;;;
00005/2024;00061;158449;INST. FED. DO MS/CAMPUS CAMPO GRANDE;PARTICIPANTE;1.0;0.0;1.0;0.0;2025-03-26T12:02:53
00005/2024;00061;158453;INST. FED. DO MS/CAMPUS PONTA PORA;PARTICIPANTE;1.0;1.0;;;
00005/2024;00062;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;0.0;0.0;;;
00005/2024;00062;158449;INST. FED. DO MS/CAMPUS CAMPO GRANDE;PARTICIPANTE;2.0;0.0;2.0;0.0;2025-03-26T12:02:53
00005/2024;00062;158453;INST. FED. DO MS/CAMPUS PONTA PORA;PARTICIPANTE;1.0;1.0;;;
00005/2024;00064;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;0.0;0.0;;;
00005/2024;00064;158449;INST. FED. DO MS/CAMPUS CAMPO GRANDE;PARTICIPANTE;1.0;0.0;1.0;0.0;2025-10-23T10:48:02
00005/2024;00064;158453;INST. FED. DO MS/CAMPUS PONTA PORA;PARTICIPANTE;1.0;1.0;;;
00005/2024;00065;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;0.0;0.0;;;
00005/2024;00065;158449;INST. FED. DO MS/CAMPUS CAMPO GRANDE;PARTICIPANTE;1.0;0.0;1.0;0.0;2025-10-23T10:48:02
00005/2024;00065;158453;INST. FED. DO MS/CAMPUS PONTA PORA;PARTICIPANTE;1.0;1.0;;;
00005/2024;00066;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;0.0;0.0;;;
00005/2024;00066;158449;INST. FED. DO MS/CAMPUS CAMPO GRANDE;PARTICIPANTE;1.0;0.0;1.0;0.0;2025-10-23T10:48:02
00005/2024;00067;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;0.0;0.0;;;
00005/2024;00067;158449;INST. FED. DO MS/CAMPUS CAMPO GRANDE;PARTICIPANTE;1.0;0.0;1.0;0.0;2025-10-23T10:48:02
00005/2024;00067;158454;INST. FED. DO MS/CAMPUS TRES LAGOAS;PARTICIPANTE;1.0;0.0;1.0;0.0;2024-09-17T07:13:30
00005/2024;00069;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;0.0;0.0;;;
00005/2024;00069;158449;INST. FED. DO MS/CAMPUS CAMPO GRANDE;PARTICIPANTE;1.0;0.0;1.0;0.0;2025-10-23T10:48:02
00005/2024;00069;158453;INST. FED. DO MS/CAMPUS PONTA PORA;PARTICIPANTE;1.0;1.0;;;
00005/2024;00075;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;0.0;0.0;;;
00005/2024;00075;158449;INST. FED. DO MS/CAMPUS CAMPO GRANDE;PARTICIPANTE;1.0;0.0;1.0;0.0;2024-12-31T10:27:55
00005/2024;00075;158453;INST. FED. DO MS/CAMPUS PONTA PORA;PARTICIPANTE;1.0;1.0;;;
00005/2024;00086;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;0.0;0.0;;;
00005/2024;00086;158449;INST. FED. DO MS/CAMPUS CAMPO GRANDE;PARTICIPANTE;2.0;0.0;2.0;0.0;2025-05-26T12:26:13
00005/2024;00089;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;0.0;0.0;;;
00005/2024;00089;158449;INST. FED. DO MS/CAMPUS CAMPO GRANDE;PARTICIPANTE;1.0;0.0;1.0;0.0;2025-01-30T15:50:12
00005/2024;00092;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;0.0;0.0;;;
00005/2024;00092;158449;INST. FED. DO MS/CAMPUS CAMPO GRANDE;PARTICIPANTE;5.0;0.0;5.0;0.0;2025-05-26T12:26:13
00005/2024;00092;158453;INST. FED. DO MS/CAMPUS PONTA PORA;PARTICIPANTE;8.0;8.0;;;
00005/2024;00092;158454;INST. FED. DO MS/CAMPUS TRES LAGOAS;PARTICIPANTE;3.0;0.0;3.0;0.0;2024-09-17T07:19:22
00005/2024;00093;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;0.0;0.0;;;
00005/2024;00093;158449;INST. FED. DO MS/CAMPUS CAMPO GRANDE;PARTICIPANTE;5.0;0.0;5.0;0.0;2025-05-26T12:26:13
00005/2024;00093;158453;INST. FED. DO MS/CAMPUS PONTA PORA;PARTICIPANTE;8.0;8.0;;;
00005/2024;00093;158454;INST. FED. DO MS/CAMPUS TRES LAGOAS;PARTICIPANTE;3.0;0.0;3.0;0.0;2024-09-17T07:13:30
00005/2024;00094;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;0.0;0.0;;;
00005/2024;00094;158449;INST. FED. DO MS/CAMPUS CAMPO GRANDE;PARTICIPANTE;5.0;0.0;5.0;0.0;2025-05-26T12:26:13
00005/2024;00094;158453;INST. FED. DO MS/CAMPUS PONTA PORA;PARTICIPANTE;2.0;2.0;;;
00005/2024;00094;158454;INST. FED. DO MS/CAMPUS TRES LAGOAS;PARTICIPANTE;3.0;0.0;3.0;0.0;2024-09-17T07:13:30
00005/2024;00095;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;0.0;0.0;;;
00005/2024;00095;158449;INST. FED. DO MS/CAMPUS CAMPO GRANDE;PARTICIPANTE;3.0;0.0;3.0;0.0;2025-02-03T16:50:48
00005/2024;00095;158453;INST. FED. DO MS/CAMPUS PONTA PORA;PARTICIPANTE;2.0;2.0;;;
00005/2024;00095;158454;INST. FED. DO MS/CAMPUS TRES LAGOAS;PARTICIPANTE;3.0;0.0;3.0;0.0;2024-09-17T07:13:31
00005/2024;00096;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;0.0;0.0;;;
00005/2024;00096;158449;INST. FED. DO MS/CAMPUS CAMPO GRANDE;PARTICIPANTE;3.0;0.0;3.0;0.0;2025-05-26T12:26:13
00005/2024;00096;158453;INST. FED. DO MS/CAMPUS PONTA PORA;PARTICIPANTE;2.0;2.0;;;
00005/2024;00096;158454;INST. FED. DO MS/CAMPUS TRES LAGOAS;PARTICIPANTE;3.0;0.0;3.0;0.0;2024-09-17T07:19:22
00005/2024;00106;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;0.0;0.0;;;
00005/2024;00106;158449;INST. FED. DO MS/CAMPUS CAMPO GRANDE;PARTICIPANTE;3.0;0.0;3.0;0.0;2024-12-31T10:27:55
00005/2024;00106;158453;INST. FED. DO MS/CAMPUS PONTA PORA;PARTICIPANTE;3.0;3.0;;;
00005/2024;00112;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;0.0;0.0;;;
00005/2024;00112;158449;INST. FED. DO MS/CAMPUS CAMPO GRANDE;PARTICIPANTE;5.0;0.0;5.0;0.0;2025-10-23T10:48:02
00005/2024;00112;158453;INST. FED. DO MS/CAMPUS PONTA PORA;PARTICIPANTE;5.0;5.0;;;
00005/2024;00114;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;0.0;0.0;;;
00005/2024;00114;158449;INST. FED. DO MS/CAMPUS CAMPO GRANDE;PARTICIPANTE;2.0;0.0;2.0;0.0;2025-10-23T10:48:02
00005/2024;00114;158453;INST. FED. DO MS/CAMPUS PONTA PORA;PARTICIPANTE;4.0;4.0;;;
00005/2024;00114;158454;INST. FED. DO MS/CAMPUS TRES LAGOAS;PARTICIPANTE;2.0;0.0;2.0;0.0;2024-06-11T11:55:33
00005/2024;00119;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;0.0;0.0;;;
00005/2024;00119;158449;INST. FED. DO MS/CAMPUS CAMPO GRANDE;PARTICIPANTE;5.0;0.0;5.0;0.0;2025-10-23T10:48:02
00005/2024;00119;158454;INST. FED. DO MS/CAMPUS TRES LAGOAS;PARTICIPANTE;7.0;0.0;7.0;0.0;2024-09-17T07:19:22
00005/2024;00121;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;0.0;0.0;;;
00005/2024;00121;158449;INST. FED. DO MS/CAMPUS CAMPO GRANDE;PARTICIPANTE;20.0;0.0;20.0;0.0;2025-02-03T16:50:48
00005/2024;00122;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;0.0;0.0;;;
00005/2024;00122;158449;INST. FED. DO MS/CAMPUS CAMPO GRANDE;PARTICIPANTE;10.0;0.0;10.0;0.0;2025-02-03T16:50:48
00005/2024;00123;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;0.0;0.0;;;
00005/2024;00123;158449;INST. FED. DO MS/CAMPUS CAMPO GRANDE;PARTICIPANTE;5.0;0.0;5.0;0.0;2025-02-03T16:50:48
00005/2024;00124;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;0.0;0.0;;;
00005/2024;00124;158449;INST. FED. DO MS/CAMPUS CAMPO GRANDE;PARTICIPANTE;20.0;0.0;20.0;0.0;2025-02-03T16:50:48
00005/2024;00125;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;0.0;0.0;;;
00005/2024;00125;158449;INST. FED. DO MS/CAMPUS CAMPO GRANDE;PARTICIPANTE;3.0;0.0;3.0;0.0;2025-10-23T10:48:02
00005/2024;00125;158453;INST. FED. DO MS/CAMPUS PONTA PORA;PARTICIPANTE;4.0;4.0;;;
00005/2024;00126;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;0.0;0.0;;;
00005/2024;00126;158449;INST. FED. DO MS/CAMPUS CAMPO GRANDE;PARTICIPANTE;3.0;3.0;;;
00005/2024;00126;158453;INST. FED. DO MS/CAMPUS PONTA PORA;PARTICIPANTE;4.0;4.0;;;
00005/2024;00127;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;0.0;0.0;;;
00005/2024;00127;158449;INST. FED. DO MS/CAMPUS CAMPO GRANDE;PARTICIPANTE;1.0;0.0;1.0;0.0;2024-12-31T10:27:55
00005/2024;00127;158453;INST. FED. DO MS/CAMPUS PONTA PORA;PARTICIPANTE;1.0;1.0;;;
00005/2024;00128;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;0.0;0.0;;;
00005/2024;00128;158449;INST. FED. DO MS/CAMPUS CAMPO GRANDE;PARTICIPANTE;1.0;0.0;1.0;0.0;2025-10-23T10:48:02
00005/2024;00128;158453;INST. FED. DO MS/CAMPUS PONTA PORA;PARTICIPANTE;1.0;1.0;;;
00005/2024;00134;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;0.0;0.0;;;
00005/2024;00134;158449;INST. FED. DO MS/CAMPUS CAMPO GRANDE;PARTICIPANTE;2.0;0.0;2.0;0.0;2025-02-03T16:50:48
00005/2025;00005;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;0.0;0.0;;;
00005/2025;00005;158449;INST. FED. DO MS/CAMPUS CAMPO GRANDE;PARTICIPANTE;5.0;5.0;;;
00005/2025;00005;158450;INST. FED. DO MS/CAMPUS CORUMBA;PARTICIPANTE;5.0;5.0;;;
00005/2025;00005;158453;INST. FED. DO MS/CAMPUS PONTA PORA;PARTICIPANTE;5.0;5.0;;;
00005/2025;00005;158454;INST. FED. DO MS/CAMPUS TRES LAGOAS;PARTICIPANTE;5.0;5.0;;;
00006/2023;00024;153294;CENTRO PEDAGOGICO/UFMG;NÃO PARTICIPANTE;18.0;;18.0;0.0;2025-10-28T15:00:52
00006/2023;00024;155848;INST.FED.DO MS/CAMPUS DOURADOS;PARTICIPANTE;2.0;0.0;2.0;0.0;2025-10-28T15:00:52
00006/2023;00024;155849;INST.FED.DO MS/CAMPUS NAVIRAI;PARTICIPANTE;2.0;0.0;2.0;0.0;2025-10-28T15:00:52
00006/2023;00024;155850;INST.FED.DO MS/CAMPUS JARDIM;PARTICIPANTE;10.0;0.0;10.0;0.0;2025-10-28T15:00:52
00006/2023;00024;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;0.0;0.0;;;
00006/2023;00024;158448;INST.FED.DO MS/CAMPUS AQUIDAUANA;PARTICIPANTE;4.0;0.0;4.0;0.0;2025-10-28T15:00:52
00006/2023;00024;158449;INST. FED. DO MS/CAMPUS CAMPO GRANDE;PARTICIPANTE;15.0;5.0;10.0;5.0;2025-10-28T15:00:52
00006/2023;00024;158451;INST. FED. DO MS/CAMPUS COXIM;PARTICIPANTE;5.0;0.0;5.0;0.0;2025-10-28T15:00:52
00006/2023;00024;158452;INST. FED. DO MS/CAMPUS NOVA ANDRADINA;PARTICIPANTE;6.0;0.0;6.0;0.0;2025-10-28T15:00:52
00006/2023;00024;158454;INST. FED. DO MS/CAMPUS TRES LAGOAS;PARTICIPANTE;4.0;0.0;4.0;0.0;2025-10-28T15:00:52
00006/2024;00002;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;0.0;0.0;;;
00006/2024;00002;158451;INST. FED. DO MS/CAMPUS COXIM;PARTICIPANTE;2.0;0.0;2.0;0.0;2025-01-20T17:38:39
00006/2024;00003;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;0.0;0.0;;;
00006/2024;00003;158451;INST. FED. DO MS/CAMPUS COXIM;PARTICIPANTE;1.0;0.0;1.0;0.0;2025-01-20T17:38:39
00006/2024;00004;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;0.0;0.0;;;
00006/2024;00004;158451;INST. FED. DO MS/CAMPUS COXIM;PARTICIPANTE;1.0;0.0;1.0;0.0;2025-01-20T17:38:39
00006/2024;00005;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;0.0;0.0;;;
00006/2024;00005;158451;INST. FED. DO MS/CAMPUS COXIM;PARTICIPANTE;1.0;0.0;1.0;0.0;2025-01-20T17:38:39
00006/2024;00006;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;0.0;0.0;;;
00006/2024;00006;158451;INST. FED. DO MS/CAMPUS COXIM;PARTICIPANTE;1.0;0.0;1.0;0.0;2025-01-20T17:38:39
00006/2024;00007;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;0.0;0.0;;;
00006/2024;00007;158451;INST. FED. DO MS/CAMPUS COXIM;PARTICIPANTE;1.0;0.0;1.0;0.0;2025-01-20T17:38:39
00006/2024;00008;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;0.0;0.0;;;
00006/2024;00008;158451;INST. FED. DO MS/CAMPUS COXIM;PARTICIPANTE;1.0;0.0;1.0;0.0;2025-01-20T17:38:39
00006/2024;00009;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;0.0;0.0;;;
00006/2024;00009;158451;INST. FED. DO MS/CAMPUS COXIM;PARTICIPANTE;1.0;0.0;1.0;0.0;2025-01-20T17:38:39
00006/2024;00009;158454;INST. FED. DO MS/CAMPUS TRES LAGOAS;PARTICIPANTE;1.0;1.0;;;
00006/2024;00020;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;0.0;0.0;;;
00006/2024;00020;158451;INST. FED. DO MS/CAMPUS COXIM;PARTICIPANTE;5.0;0.0;5.0;0.0;2025-01-20T17:38:39
00006/2024;00022;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;0.0;0.0;;;
00006/2024;00022;158451;INST. FED. DO MS/CAMPUS COXIM;PARTICIPANTE;4.0;0.0;4.0;0.0;2025-01-20T17:38:39
00006/2024;00026;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;0.0;0.0;;;
00006/2024;00026;158451;INST. FED. DO MS/CAMPUS COXIM;PARTICIPANTE;2.0;0.0;2.0;0.0;2025-01-20T17:39:01
00006/2024;00027;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;0.0;0.0;;;
00006/2024;00027;158451;INST. FED. DO MS/CAMPUS COXIM;PARTICIPANTE;10.0;0.0;10.0;0.0;2025-01-20T17:39:23
00006/2024;00028;155848;INST.FED.DO MS/CAMPUS DOURADOS;PARTICIPANTE;2.0;2.0;;;
00006/2024;00028;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;0.0;0.0;;;
00006/2024;00028;158451;INST. FED. DO MS/CAMPUS COXIM;PARTICIPANTE;1.0;0.0;1.0;0.0;2025-01-20T17:39:01
00006/2024;00028;158454;INST. FED. DO MS/CAMPUS TRES LAGOAS;PARTICIPANTE;1.0;1.0;;;
00006/2025;00004;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;0.0;0.0;;;
00006/2025;00004;158449;INST. FED. DO MS/CAMPUS CAMPO GRANDE;PARTICIPANTE;10.0;10.0;;;
00006/2025;00004;158450;INST. FED. DO MS/CAMPUS CORUMBA;PARTICIPANTE;10.0;10.0;;;
00006/2025;00004;158453;INST. FED. DO MS/CAMPUS PONTA PORA;PARTICIPANTE;10.0;10.0;;;
00006/2025;00004;158454;INST. FED. DO MS/CAMPUS TRES LAGOAS;PARTICIPANTE;10.0;10.0;;;
00007/2023;00028;154054;FUNDACAO UNIVERS.FED. DE MATO GROSSO DO SUL;NÃO PARTICIPANTE;40.0;;40.0;0.0;2025-06-17T00:34:51
00007/2023;00028;155849;INST.FED.DO MS/CAMPUS NAVIRAI;PARTICIPANTE;10.0;0.0;10.0;0.0;2025-06-17T00:34:51
00007/2023;00028;155850;INST.FED.DO MS/CAMPUS JARDIM;PARTICIPANTE;9.0;0.0;9.0;0.0;2025-06-17T00:34:51
00007/2023;00028;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;0.0;0.0;;;
00007/2023;00028;158448;INST.FED.DO MS/CAMPUS AQUIDAUANA;PARTICIPANTE;19.0;0.0;19.0;0.0;2025-06-17T00:34:51
00007/2023;00028;158449;INST. FED. DO MS/CAMPUS CAMPO GRANDE;PARTICIPANTE;45.0;23.0;22.0;23.0;2025-06-17T00:34:51
00007/2023;00028;158452;INST. FED. DO MS/CAMPUS NOVA ANDRADINA;PARTICIPANTE;11.0;0.0;11.0;0.0;2025-06-17T00:34:51
00007/2023;00028;158453;INST. FED. DO MS/CAMPUS PONTA PORA;PARTICIPANTE;22.0;0.0;22.0;0.0;2025-06-17T00:34:51
00007/2023;00028;158454;INST. FED. DO MS/CAMPUS TRES LAGOAS;PARTICIPANTE;10.0;0.0;10.0;0.0;2025-06-17T00:34:51
00007/2024;00024;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;0.0;0.0;;;
00007/2024;00024;158451;INST. FED. DO MS/CAMPUS COXIM;PARTICIPANTE;10.0;10.0;;;
00007/2025;00001;155848;INST.FED.DO MS/CAMPUS DOURADOS;PARTICIPANTE;2.0;2.0;;;
00007/2025;00001;155850;INST.FED.DO MS/CAMPUS JARDIM;PARTICIPANTE;2.0;2.0;;;
00007/2025;00001;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;0.0;0.0;;;
00007/2025;00001;158448;INST.FED.DO MS/CAMPUS AQUIDAUANA;PARTICIPANTE;1.0;1.0;;;
00007/2025;00001;158449;INST. FED. DO MS/CAMPUS CAMPO GRANDE;PARTICIPANTE;3.0;3.0;;;
00007/2025;00001;158450;INST. FED. DO MS/CAMPUS CORUMBA;PARTICIPANTE;1.0;1.0;;;
00007/2025;00001;158451;INST. FED. DO MS/CAMPUS COXIM;PARTICIPANTE;2.0;2.0;;;
00007/2025;00001;158453;INST. FED. DO MS/CAMPUS PONTA PORA;PARTICIPANTE;2.0;2.0;;;
00007/2025;00001;158454;INST. FED. DO MS/CAMPUS TRES LAGOAS;PARTICIPANTE;2.0;2.0;;;
00008/2023;00015;155849;INST.FED.DO MS/CAMPUS NAVIRAI;PARTICIPANTE;124.0;0.0;124.0;0.0;2025-11-05T12:08:11
00008/2023;00015;155900;HOSPITAL UNIVERSITARIO DA UFSCAR;NÃO PARTICIPANTE;156.0;;156.0;0.0;2025-11-20T04:41:00
00008/2023;00015;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;0.0;0.0;;;
00008/2023;00015;158448;INST.FED.DO MS/CAMPUS AQUIDAUANA;PARTICIPANTE;100.0;0.0;100.0;0.0;2025-11-05T12:08:11
00008/2023;00015;158449;INST. FED. DO MS/CAMPUS CAMPO GRANDE;PARTICIPANTE;116.0;0.0;116.0;0.0;2025-11-05T12:08:11
00008/2023;00015;158454;INST. FED. DO MS/CAMPUS TRES LAGOAS;PARTICIPANTE;120.0;44.0;76.0;44.0;2025-11-20T04:41:00
00008/2023;00016;155900;HOSPITAL UNIVERSITARIO DA UFSCAR;NÃO PARTICIPANTE;6.0;;6.0;0.0;2025-11-20T04:41:00
00008/2023;00016;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;0.0;0.0;;;
00008/2023;00016;158448;INST.FED.DO MS/CAMPUS AQUIDAUANA;PARTICIPANTE;6.0;0.0;6.0;0.0;2025-11-05T12:08:13
00008/2023;00016;158449;INST. FED. DO MS/CAMPUS CAMPO GRANDE;PARTICIPANTE;6.0;0.0;6.0;0.0;2025-11-05T12:08:13
00008/2024;00025;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;0.0;0.0;;;
00008/2024;00025;158451;INST. FED. DO MS/CAMPUS COXIM;PARTICIPANTE;10.0;0.0;10.0;0.0;2025-01-20T17:42:04
00008/2025;00003;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;0.0;0.0;;;
00008/2025;00003;158449;INST. FED. DO MS/CAMPUS CAMPO GRANDE;PARTICIPANTE;1.0;1.0;;;
00008/2025;00003;158450;INST. FED. DO MS/CAMPUS CORUMBA;PARTICIPANTE;1.0;1.0;;;
00008/2025;00003;158453;INST. FED. DO MS/CAMPUS PONTA PORA;PARTICIPANTE;1.0;1.0;;;
00008/2025;00003;158454;INST. FED. DO MS/CAMPUS TRES LAGOAS;PARTICIPANTE;1.0;1.0;;;
00009/2023;00013;155848;INST.FED.DO MS/CAMPUS DOURADOS;PARTICIPANTE;2.0;0.0;2.0;0.0;2025-11-05T12:16:06
00009/2023;00013;155849;INST.FED.DO MS/CAMPUS NAVIRAI;PARTICIPANTE;8.0;0.0;8.0;0.0;2025-11-05T12:16:06
00009/2023;00013;155850;INST.FED.DO MS/CAMPUS JARDIM;PARTICIPANTE;5.0;0.0;5.0;0.0;2025-11-05T12:16:06
00009/2023;00013;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;0.0;0.0;;;
00009/2023;00013;158448;INST.FED.DO MS/CAMPUS AQUIDAUANA;PARTICIPANTE;10.0;0.0;10.0;0.0;2025-11-05T12:16:06
00009/2023;00013;158449;INST. FED. DO MS/CAMPUS CAMPO GRANDE;PARTICIPANTE;12.0;7.0;5.0;7.0;2025-11-05T12:16:06
00009/2023;00013;158450;INST. FED. DO MS/CAMPUS CORUMBA;PARTICIPANTE;4.0;0.0;4.0;0.0;2025-11-05T12:16:06
00009/2024;00012;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;0.0;0.0;;;
00009/2024;00012;158448;INST.FED.DO MS/CAMPUS AQUIDAUANA;PARTICIPANTE;5.0;5.0;;;
00009/2024;00012;158451;INST. FED. DO MS/CAMPUS COXIM;PARTICIPANTE;5.0;0.0;5.0;0.0;2025-01-20T17:42:27
00009/2024;00013;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;0.0;0.0;;;
00009/2024;00013;158448;INST.FED.DO MS/CAMPUS AQUIDAUANA;PARTICIPANTE;5.0;5.0;;;
00009/2024;00013;158451;INST. FED. DO MS/CAMPUS COXIM;PARTICIPANTE;5.0;0.0;5.0;0.0;2025-01-20T17:42:27
00009/2024;00016;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;0.0;0.0;;;
00009/2024;00016;158448;INST.FED.DO MS/CAMPUS AQUIDAUANA;PARTICIPANTE;5.0;5.0;;;
00009/2024;00016;158451;INST. FED. DO MS/CAMPUS COXIM;PARTICIPANTE;3.0;0.0;3.0;0.0;2025-01-20T17:42:27
00009/2024;00017;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;0.0;0.0;;;
00009/2024;00017;158451;INST. FED. DO MS/CAMPUS COXIM;PARTICIPANTE;1.0;0.0;1.0;0.0;2025-01-20T17:42:27
00009/2025;00002;155850;INST.FED.DO MS/CAMPUS JARDIM;PARTICIPANTE;1.0;1.0;;;
00009/2025;00002;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;0.0;0.0;;;
00009/2025;00002;158449;INST. FED. DO MS/CAMPUS CAMPO GRANDE;PARTICIPANTE;1.0;1.0;;;
00009/2025;00002;158450;INST. FED. DO MS/CAMPUS CORUMBA;PARTICIPANTE;1.0;1.0;;;
00009/2025;00002;158451;INST. FED. DO MS/CAMPUS COXIM;PARTICIPANTE;1.0;0.0;1.0;0.0;2025-07-10T09:17:49
00009/2025;00002;158453;INST. FED. DO MS/CAMPUS PONTA PORA;PARTICIPANTE;1.0;1.0;;;
00009/2025;00002;158454;INST. FED. DO MS/CAMPUS TRES LAGOAS;PARTICIPANTE;1.0;1.0;;;
00010/2023;00014;154054;FUNDACAO UNIVERS.FED. DE MATO GROSSO DO SUL;NÃO PARTICIPANTE;14.0;;14.0;0.0;2025-11-05T12:05:55
00010/2023;00014;155848;INST.FED.DO MS/CAMPUS DOURADOS;PARTICIPANTE;2.0;0.0;2.0;0.0;2025-11-05T12:05:55
00010/2023;00014;155849;INST.FED.DO MS/CAMPUS NAVIRAI;PARTICIPANTE;2.0;0.0;2.0;0.0;2025-11-05T12:05:55
00010/2023;00014;155850;INST.FED.DO MS/CAMPUS JARDIM;PARTICIPANTE;2.0;0.0;2.0;0.0;2025-11-05T12:05:55
